,benchmark,Number_of_Priors,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor
487,0.4764301271765488,-0.08804975544609572,-0.018635425178943524,0.06420159376601425,0.01236674927702347,-0.0009932907747704084,0.009129486349293794,-0.0008661030609320997,0.0003126560299742537,-0.014211162545254615,-0.014694978076905243
490,0.5558269384100345,0.07456016296411892,-0.11398768018162005,-0.06066599599165437,-0.021289758061977027,-0.002649512910543536,0.0008188489566811549,-0.00111828299525768,-0.0013411484624034908,-0.0401735355164022,-0.04629256570659014
538,0.548400790915198,0.5100155131476375,0.04008536527213068,-0.048186031922471464,0.011933368039338782,0.0005381925112909469,0.0011161903799069423,-0.0002643188632477089,0.0006678900406985877,0.012063633724637035,0.02937532805624088
582,0.4710382612711507,-0.07946806844075788,-0.014659983800967585,0.06952947410513169,-0.008875639058841811,0.0008017016539688532,-0.00016041893216691902,-7.227767151411768e-05,0.0007512812623796522,-0.011612332587432432,0.041055326312996604
601,0.5383156314806219,-0.19182883142179674,0.03180782399867313,0.25465938737051397,0.024810420767372304,0.002537992019597049,0.0028649626511445675,-0.0022854041825834115,0.003066975084571655,0.03093577587795046,0.03910640588423686
611,0.4769213253891442,0.28187006273057347,0.08057662216544575,0.06625563320987364,0.012726884902918525,-0.001144754843035209,-0.0011830581911764504,0.000311925064836599,-0.0001232117273169686,-0.016656042133436046,0.040204864891728684
649,0.5497117619170342,0.328520370172586,0.039535296336856846,-0.05723836761259134,0.011288663749314143,-0.0003060143387562525,0.0019619793926828055,0.000514999810795197,-0.0004977338931452108,0.011522509701764994,0.03550799559537052
665,0.4719970846319309,-0.2715732358255164,0.09983483407323976,0.052796603318427254,-0.009197028538294238,0.0016431151874866934,-0.00012833910599074905,0.001964621398074684,0.0017094486066922682,-0.011031094455067827,-0.011314116455582585
674,0.4599758001666897,0.3172543963271617,-0.0009528080649017501,-0.14793375595961586,0.02736147067938957,0.005060559762424338,-0.0030640006350000915,0.0007415598094047821,0.004222278588615,0.0718344364518117,0.036047269844301066
682,0.5492515466337318,0.29146320995818786,0.04257555098863677,-0.05811075061858509,0.011767917719540222,0.0001725140161562555,0.0017503760384177183,0.0008114355563726416,-0.0002768915982096637,0.011757721797682807,0.0338267865449329
694,0.5513486505844285,0.3366023073880184,0.0378579078297053,-0.06339130994932923,0.010863019439236649,-0.0010273844441505003,0.0008878350221894829,-0.0010289310529670997,-0.0015674805049507023,0.01046491384675171,-0.04154918249208456
714,0.46455867384728233,-0.060564469673213106,0.10506852151004288,0.07594104308141775,0.01810165870938235,0.003298505298962612,0.0004414493294656041,0.0003612565000939011,0.004194169946241305,-0.01000642516260665,0.0389350513145517
813,0.5653818504052484,-0.2543046489005584,0.027237117937291624,0.21377000815263053,-0.03256302703085928,-0.006163070747976257,0.006609132979482568,-0.004482986508172401,-0.007388390163385994,-0.10203522386976474,-0.04536046936145294
817,0.5651733737102793,-0.2603776296954695,0.025647445744048494,0.21992784670250617,-0.031116139371788476,-0.0069495186053212255,-0.009329939781804183,-0.004910841347217559,-0.008165836361477413,-0.10200252091153778,-0.043281030870633994
820,0.5513486505844285,0.3366023073880184,0.0378579078297053,-0.06339130994932923,0.010863019439236649,-0.0010273844441505003,0.0008878350221894829,-0.0010289310529670997,-0.0015674805049507023,0.01046491384675171,-0.04154918249208456
847,0.4855613610203324,0.06836455748335124,-0.01240688112847567,-0.2098530656743265,-0.02694526000313907,-0.00374499086054661,-0.0011776894692188955,0.0012606840054162627,-0.0018758995055651317,-0.028698134540238413,0.03207028791103171
849,0.47720319591412186,0.2836175235363089,0.07903656369814045,0.06744308345889971,0.012424391551875358,-0.0014551936478865851,0.010245379964112893,0.00025184536243055833,9.839168199395065e-05,-0.01643977094638376,0.03765148297881282
855,0.4811464434862348,-0.1976034540749756,-0.022239854056904096,0.05030224613938346,0.00948654778803315,-0.0025059561336620018,-0.0024401689613441184,-0.0002879532201073287,-0.0015436567566824988,-0.015569299961990685,-0.013423413776848733
857,0.47407905382803617,0.297493720342271,-0.007937450379070829,0.06432271418095073,-0.011171742277578361,0.0014570520101234996,-0.0027044518641374388,-0.0008040586691977214,0.0006064914149976897,-0.014641127577435388,-0.02139713966814058
859,0.5473249851526143,0.4757008911518572,0.037845575937268325,-0.05335747131241844,0.01205057191322459,-0.0005666262479392392,0.001221500232178728,-0.00191638936870972,-0.0008804099420826883,0.011578161121165637,-0.036310325045397884
892,0.5496502072325465,0.3238703216690919,0.04053344920523577,-0.06357850279411774,0.011335175426734928,-0.0006839532880114074,0.0014101182575275706,-0.0008109690320561996,-0.0013413052652961194,0.011115069105340887,-0.03854839005071432
895,0.5425234879631708,0.32075185724687777,0.04348384439727217,-0.04582656690737631,0.014230334142248363,0.0014651394059136263,0.0020452829979031445,0.0020669272555998014,0.0013532437042190898,-0.03068738974915683,0.03523727392309031
933,0.5404233300748931,0.004271310451707505,0.03741434891391987,0.25674227892065665,0.02238123492179442,0.0033004247938247244,0.0015924437311563358,-0.0026708197561401137,0.002835644908907614,0.03103867332130856,0.024020954890111246
961,0.47430689426820144,-0.17949014506224792,0.1059882627184775,0.05067408069894654,0.015029298633797178,0.001985556947765227,-0.00012027253466222534,0.0009655163479887624,0.0015723703251381005,0.026255067139502482,0.03586591397486301
994,0.47250560565685273,0.3065770837033714,-0.008898138601339575,0.06343934473042549,0.014302784064305907,0.0010718962655807268,-0.0007241059076229447,-0.00026792474445264114,0.0005314558183412352,-0.014881259059195084,0.0376653433991348
1004,0.47860323998526366,-0.06665459860915322,-0.015808622263801614,0.055166260692464525,0.013500273352439834,-0.0011387764463897249,-0.0010560653100276027,-0.001181843897847465,-0.0005607470488280808,0.025502472502731337,0.03613560155360086
1013,0.5488568150509181,0.41962924743786995,-0.09598347218057553,-0.056790607808542004,-0.012598449027276498,0.0002682397931217523,0.001732473461601547,-0.0013019951641174837,1.816278215499567e-05,0.012783681999233437,0.02850353984825324
1023,0.5428789574365518,0.003921775575326386,0.03698299003601606,0.24762907197388145,-0.015606105307239326,0.0016738158014553556,0.0003146137072485497,-0.0023714124106075513,0.0026485232729832747,0.03371186116583074,0.02297175834182391
1060,0.46867201348388365,0.10912348662448337,0.09648577873738078,0.07629545532682494,0.017604653532632242,0.0018513956670397902,-0.0002733447282958282,-0.000712557073580658,0.0021415504802126117,-0.01426506118152417,-0.01219035233928803
1111,0.47312107777835266,-0.10179035113000687,0.10080197525975804,0.06306390531130979,0.01709200474858172,0.0014859631340276847,-0.0024260317896093522,-0.0012428345761901077,0.0013422570573664305,0.0280728628816095,-0.015250311993073529
1158,0.47250560565685273,0.3065770837033714,-0.008898138601339575,0.06343934473042549,0.014302784064305907,0.0010718962655807268,-0.0007241059076229447,-0.00026792474445264114,0.0005314558183412352,-0.014881259059195084,0.0376653433991348
1165,0.48349043637506206,-0.08818656289064034,-0.012419174023232157,-0.20849407360709402,-0.024122191863050674,-0.003253712174603504,-0.0014432625788266748,0.0019462491923896014,-0.0013016858102767176,-0.0246972389466699,-0.01161019653728429
1218,0.46835047698014837,0.1769519278674795,0.09786437621075553,0.074982309544696,0.017438955828383312,0.0022362769372466507,-0.000920293593329527,-0.00038985050291132084,0.0022591465934632335,-0.014251622904396636,-0.010582164788093845
1219,0.47324619123236467,0.10518025159809252,0.09549713927395603,0.06263848349061146,0.017561182726764074,0.0006452939243957179,0.0002573201969375827,-0.0011018299257004316,0.0012868255462730321,0.02904304359141001,-0.01334784308003134
1224,0.5469524104168377,0.3012882550316259,0.043994847081419264,-0.05863603116215706,-0.01142551464624067,0.001250038278150803,-0.015573457629225254,0.0004010065272993524,0.00035516613214732484,0.013050515375535997,0.031496476923184635
1237,0.560840373397486,0.40271592324756644,0.025366048167299787,0.20175604549806891,0.010017685387752134,-0.003907460755793374,0.002491768558220489,0.004449827464177714,-0.0043310035165467775,0.01703137147333423,-0.02696695205461147
1239,0.46598367532281915,-0.04470305648732015,0.10453445046039148,0.07568186400153432,0.01838167589706119,0.0025934494676247005,0.010309576401583871,-0.00025389167279175895,0.002077148511739235,-0.012104295104677414,-0.007535819067952004
1246,0.48266922861813766,0.1388321606040287,-0.01018572758109415,-0.20628085696073845,-0.021593724999966618,-0.0028252748639458897,-0.0004932129230246218,0.0011210398718388276,-0.0020724534836105563,-0.029857326450037767,-0.00984587566237935
1256,0.47157356680021145,0.10863098249523266,-0.012863350609662677,0.07297982969406319,0.015507289090878063,0.0005706684551756575,-0.0014981724306690723,-0.0021222447829326724,0.0005639423275994593,-0.015449405907611749,-0.01397532765999128
1272,0.4750497698433933,0.29904715241062024,-0.008749958488342022,0.0613127996588552,0.014894785916360342,0.000674834283866485,-0.0024508868002093426,-0.001043464914002451,0.000456567988366241,-0.016123630336664578,-0.020973068306245846
1277,0.5454252667245854,0.47508227518774904,-0.08789385041424899,-0.05219322835828641,-0.010733465923763341,0.0018532902874926205,0.0014929080902465822,-0.0014921710999028365,0.0012757281973287266,0.014415782587276472,0.024923908630488045
1283,0.5454973703132023,0.10308563360700837,0.047157323888731256,-0.0576620762258649,-0.012424652816110965,0.0015185177992258908,0.002652243324942405,0.001049514909504362,0.001177338847099904,0.015045560706907109,0.03583861097296126
1289,0.47816910053495815,-0.2946316195790891,-0.016377520461710565,0.047148007211789,-0.00951380127039786,-0.0010277312126490135,-0.0020576543898403396,0.0004552824929961452,-0.0006711066167423563,-0.013238527530766256,-0.013927311390590613
1367,0.47407905382803617,0.297493720342271,-0.007937450379070829,0.06432271418095073,-0.011171742277578361,0.0014570520101234996,-0.0027044518641374388,-0.0008040586691977214,0.0006064914149976897,-0.014641127577435388,-0.02139713966814058
1375,0.5453198213788628,0.4727432342215987,0.042005506475253515,-0.045435127567445596,-0.010685422945778345,0.0013343192562838835,0.0014300250626463964,-0.00022530380167738728,0.0013465555215163294,0.013648767906109027,0.030692355793867754
1376,0.47407905382803617,0.297493720342271,-0.007937450379070829,0.06432271418095073,-0.011171742277578361,0.0014570520101234996,-0.0027044518641374388,-0.0008040586691977214,0.0006064914149976897,-0.014641127577435388,-0.02139713966814058
1414,0.5399764249850965,-0.22119987325755366,0.035135563550579924,0.26663192922890466,-0.015810762308662102,0.0013803601590983983,0.00033614740334980686,-0.0018667159559211943,0.0016698013119796074,0.035357329736777084,-0.04527918345054653
1425,0.4692899516809156,0.1647986226452375,0.09503359518385299,0.07931232652836318,-0.009427712495062579,0.0024075380629895865,-0.00015689722318000532,0.0002534756213094097,0.0027443676082703414,-0.013243923350832867,0.032014385371959386
1457,0.48047204201264965,-0.3251814146124755,-0.019976662479176593,0.04319004910354081,-0.010741218456800261,-0.00189228813135367,-0.0021616102905607157,0.0006689408802389996,-0.0012060979867444255,-0.014157405273572172,-0.013086821673417862
1463,0.4788358303558385,0.27460948018943393,0.08232539624235943,0.06454579297521033,0.013011853348797148,-0.0013615685506810915,-0.0026331085419301625,-0.00030617972386437486,-0.0004055319937617749,-0.017365820944493245,-0.016508827672544316
1491,0.5459496943754971,-0.2273244559452689,0.037259473124229364,-0.06586837156702037,0.015531847410418964,-0.0009468069572349108,0.005805905758732036,0.0019302870036128628,-0.0003829616816310305,0.014072029365027657,0.05375673908518851
1498,0.47553478950483435,0.08198878705966171,-0.007196816058126998,-0.18933629037997995,0.02205175323136163,0.0013841568327713633,-0.0008806546889887565,-7.126448705721544e-06,0.0005563132818228317,-0.027738079881403248,-0.012824929313409339
1501,0.47407905382803617,0.297493720342271,-0.007937450379070829,0.06432271418095073,-0.011171742277578361,0.0014570520101234996,-0.0027044518641374388,-0.0008040586691977214,0.0006064914149976897,-0.014641127577435388,-0.02139713966814058
1508,0.4740333915306452,0.1011159096236958,-0.01286482622589663,0.06678490784366058,-0.01016890500863843,0.0008864582801545867,-0.00010121640231729179,-0.002211917930156751,0.0006418987169329038,0.02781920005463664,0.03448765900036309
1514,0.47367154569301445,0.30374849551212535,-0.0008107704625138629,-0.18201734296717498,-0.016978412905557322,0.0006848330125361485,-0.0015248175501643493,-0.0006390665176034122,0.00047666357585292307,-0.02456629879806605,-0.01758093984540371
1528,0.5497759636057185,0.40987602009607915,-0.09672884996001846,-0.05786908248744191,-0.013238748064605094,4.118634793283393e-05,0.0016022217399345243,-0.001290713783145478,4.6696488557720905e-05,0.012137425163377444,0.027750847912096588
1531,0.5417821681354268,0.5537903050182125,-0.07559314701713114,-0.05118019209374648,0.017073690588783663,0.00327238805312359,0.0020463901635694864,-0.0009091767293052389,0.0021517713029557822,0.015423988720866477,0.02765187869454036
1532,0.5485660559613599,0.4542907262012504,0.03972395090024247,-0.04765171343561919,0.011560712226460323,0.0004396107077195843,0.001074615540098127,-0.00029411891591910044,0.0006807574062574206,0.012086545643893006,0.028902891807587372
1539,0.4737927132008235,-0.10415982742359178,-0.014366074626527475,0.06644441677072294,-0.009748711269874755,0.0007866046648896813,-0.002388095049295196,-0.001133432011212479,0.0011268849479767334,-0.012534974454891268,-0.01892596799613111
1550,0.5478056176527717,0.41247566907124866,0.041456726000917474,-0.049860482340868054,0.012217396949610881,0.0005429566614314485,0.0013938002384599815,-7.342042471347732e-05,0.0006084743322303937,0.011982490637129223,0.03202164201381916
1568,0.5559250156131398,-0.2623449451438946,0.03544602489191126,-0.07683055394030254,0.016241594552339644,-0.0008689515516718399,0.0006043535977334202,-0.0004545640015803931,0.0003410869289040136,0.015311818184733941,-0.05951411575531834
1571,0.5467817301473844,0.48843532044435045,0.038012290223955636,-0.052286947890146165,0.012115677584540296,-0.0006004229014348467,0.0012881574629700215,-0.0020037087210498516,-0.0009874414176657687,0.011667682189982181,-0.035038359368935956
1580,0.5428789574365518,0.003921775575326386,0.03698299003601606,0.24762907197388145,-0.015606105307239326,0.0016738158014553556,0.0003146137072485497,-0.0023714124106075513,0.0026485232729832747,0.03371186116583074,0.02297175834182391
1582,0.4720529207488486,0.17298612245441242,-0.014374846674095623,0.07082051828305228,0.013202576798835047,0.00030827239587515043,0.013697030821175814,-0.0013001005782182634,0.0007896562424781206,-0.01608182187071683,-0.011084113864385042
1599,0.5458826084306103,0.4593071411142332,0.04161440233274724,-0.04569465030276476,-0.010687376794375342,0.0012931438424505781,0.0012555947076421242,-0.0002040537440485407,0.0014340637475152573,0.01361489888173479,0.028808421393612088
1601,0.5480748389982658,-0.030015840669484595,0.04601911236396711,-0.06329877568123721,0.013161326846248156,0.0005043827508325327,0.003375985635958756,0.0013679443108211703,0.0011390785896685657,0.01463291167652015,0.032910682389149806
1623,0.48479793710399666,-0.08691736303321948,-0.012884805095222746,-0.21392661194627424,-0.024287891102209996,-0.00339346417761735,-0.001641713326775103,0.0013815726788809213,-0.0014019044797567576,-0.024390174274725424,0.03318687200905526
1635,0.47720319591412186,0.2836175235363089,0.07903656369814045,0.06744308345889971,0.012424391551875358,-0.0014551936478865851,0.010245379964112893,0.00025184536243055833,9.839168199395065e-05,-0.01643977094638376,0.03765148297881282
1645,0.4769213253891442,0.28187006273057347,0.08057662216544575,0.06625563320987364,0.012726884902918525,-0.001144754843035209,-0.0011830581911764504,0.000311925064836599,-0.0001232117273169686,-0.016656042133436046,0.040204864891728684
1673,0.5489282734915744,-0.22407023515887178,-0.09448540333095076,-0.07547978912209327,-0.020005247121003156,-0.0014489306901743076,0.00698100339284162,0.0011447740258827,-0.0013509047492075155,0.014754611133044021,0.04867382369239541
1677,0.47878560706523565,0.2960715377273994,-0.008110294399207546,0.051038406598142703,-0.014089920444431775,0.0004961332361696769,-0.002171190557835878,-0.001658946821799484,-0.0004421900248364474,0.028372505903286657,-0.023192618850894506
1684,0.48266922861813766,0.1388321606040287,-0.01018572758109415,-0.20628085696073845,-0.021593724999966618,-0.0028252748639458897,-0.0004932129230246218,0.0011210398718388276,-0.0020724534836105563,-0.029857326450037767,-0.00984587566237935
1687,0.5610484202660595,-0.049500156750819896,-0.11746359425619378,-0.08459809990773548,-0.022809788724845792,-0.005822130023346431,0.00397295985118553,-0.000592176076536638,-0.005246071070739697,0.009467795843583884,-0.030703351202045565
1699,0.4751839599990356,0.16436439875421732,-0.011696150068610245,0.061722307132430196,-0.010842538042776101,0.000980490813406329,0.0001951952260233064,-0.0015467168900165085,0.0004456323297935272,0.03078344761919614,0.030059243812030068
1711,0.47407905382803617,0.297493720342271,-0.007937450379070829,0.06432271418095073,-0.011171742277578361,0.0014570520101234996,-0.0027044518641374388,-0.0008040586691977214,0.0006064914149976897,-0.014641127577435388,-0.02139713966814058
1730,0.47873865920262654,0.2741570760451432,0.08194972645236559,0.06612363573943976,-0.014481608281832564,-0.0010144307310797351,-0.0029136131231838475,-0.0003244716421798993,-0.0006389915020988263,-0.016908696321593645,-0.017172054411899118
1734,0.5399764249850965,-0.22119987325755366,0.035135563550579924,0.26663192922890466,-0.015810762308662102,0.0013803601590983983,0.00033614740334980686,-0.0018667159559211943,0.0016698013119796074,0.035357329736777084,-0.04527918345054653
1735,0.47407905382803617,0.297493720342271,-0.007937450379070829,0.06432271418095073,-0.011171742277578361,0.0014570520101234996,-0.0027044518641374388,-0.0008040586691977214,0.0006064914149976897,-0.014641127577435388,-0.02139713966814058
1740,0.46892895975746174,0.10450158759750229,-0.012002448990073036,0.0796277535417986,-0.007653920789858298,0.0020231378375795833,-0.0005458599221127847,-0.001223590756584264,0.0017543175937976274,-0.012859989152928304,0.03619584992320907
1775,0.5419430362506755,-0.1974223818220835,0.03059294167290416,0.24738059406985674,-0.01778136359108315,0.0008657592694430727,0.0016505093778613686,-0.002478504091508321,0.0025909450826630126,0.03316985648918994,0.037400036505949044
1785,0.45874565722917093,0.31115829878961976,0.0010557785005460285,-0.14046547633249493,0.027892782567214475,0.0052188869187373005,-0.0033822922953169604,0.0012035031867240753,0.00374373827703213,0.07209519160879849,-0.012581016843223991
1800,0.47157356680021145,0.10863098249523266,-0.012863350609662677,0.07297982969406319,0.015507289090878063,0.0005706684551756575,-0.0014981724306690723,-0.0021222447829326724,0.0005639423275994593,-0.015449405907611749,-0.01397532765999128
1801,0.46843228457545316,-0.06357246105320358,0.10831049820452168,0.0677487699102785,-0.008380575277716212,0.003511463426273828,-0.0013535971255061105,-0.0017968819682975118,0.0017708544150737277,0.02613646110756545,-0.012213739633559609
1809,0.5456750505554522,0.47319992066356653,-0.0885231459552322,-0.05222146721561603,-0.010858998708042994,0.0017534668228460781,0.001458840478063446,-0.001505028762191496,0.0012565506112582753,0.014313842082832831,0.024842271819957046
1810,0.46867201348388365,0.10912348662448337,0.09648577873738078,0.07629545532682494,0.017604653532632242,0.0018513956670397902,-0.0002733447282958282,-0.000712557073580658,0.0021415504802126117,-0.01426506118152417,-0.01219035233928803
1836,0.4718720085336516,0.3090471931416181,-0.008613471673770579,0.06503935589711615,0.013261496512794235,0.0010519979097499271,0.012691229932173184,3.123836412764758e-05,0.001312031943074013,-0.014816041535037152,0.03630793223363357
1855,0.47415157156424154,-0.08291306918483902,-0.016550639126709177,0.06644552564771362,-0.01052631935012599,0.00039988162678659955,-0.0021176270791693104,-0.001162305173539227,0.0008845881414487472,-0.013197534954233658,-0.0163507033534339
1865,0.4837669755759132,0.06857535164982362,-0.010831648819235581,-0.20647897962813036,-0.025363389645652323,-0.0035501493893099895,-0.0006266054829287826,0.0017682145968711122,-0.0019003416998052275,-0.02845045310057412,-0.011591266278762974
1869,0.5407831716617872,0.4238227607878414,0.042462491051711765,-0.0384476319330153,0.014902441351304252,0.0018317285599112193,0.001600970607985662,0.001360583017591857,0.0022594124494794976,-0.029475870263044587,0.03440194338050856
1893,0.4769213253891442,0.28187006273057347,0.08057662216544575,0.06625563320987364,0.012726884902918525,-0.001144754843035209,-0.0011830581911764504,0.000311925064836599,-0.0001232117273169686,-0.016656042133436046,0.040204864891728684
1894,0.5478922618577096,0.46707437749180947,0.04029564337917023,-0.04736352222436485,0.011662971556579887,0.000512418342927104,0.0012909331321365389,-0.0002967389142483623,0.0006376277032163757,0.012169022605174447,0.03079103504556313
1901,0.5497117619170342,0.328520370172586,0.039535296336856846,-0.05723836761259134,0.011288663749314143,-0.0003060143387562525,0.0019619793926828055,0.000514999810795197,-0.0004977338931452108,0.011522509701764994,0.03550799559537052
1905,0.5671776370061699,-0.22991502632595767,0.02265270234110156,0.19420879776984745,-0.034501578303245906,-0.006595713848370474,0.00809282498779653,-0.005058428022513217,-0.006461704778667449,-0.10388117520984441,0.03762147995250706
